importance_estimate,importance_stderr,samples,uniform_estimate,uniform_stderr
0.3167376438773787,0.0,8,0.2520034574351123,0.10079132507543699
0.3167376438773787,5.067451620406764e-18,16,0.29735489193949327,0.0692710731846585
0.3167376438773787,4.6630859245628195e-18,32,0.33801069687721347,0.046097070581682914
0.3167376438773787,3.1520394806715114e-18,64,0.30441861713536056,0.031113502337060107
0.31673764387737874,5.3854141146383876e-18,128,0.3168408857377973,0.02334528485961106
0.31673764387737874,3.812988711432475e-18,256,0.3381471269660097,0.01659168715912009
0.31673764387737874,2.6494634546815705e-18,512,0.3019382602622447,0.011146149217080011
0.31673764387737874,1.895955072751684e-18,1024,0.3121966499955231,0.008114686853029051
0.31673764387737874,1.3342690313040436e-18,2048,0.31618530307423587,0.005686833540986982
